,strDrink,strCategory,strDrinkThumb,strIngredients,strInstructions
109,Artillery,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/g1vnbe1493067747.jpg,"Sweet Vermouth, Gin, Bitters   ","Stir all ingredients with ice, strain into a cocktail glass, and serve."
110,Artillery Punch,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/9a4vqb1493067692.jpg,"Tea, Rye whiskey, Red wine, Rum, Brandy, Benedictine, Orange juice, Lemon juice, ","Combine all the ingredients in a large punch bowl with a block of ice. If found too dry, sugar syrup may be added. Decorate with twists of lemon peel."
111,Atlantic Sun,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/doyxqb1493067556.jpg,"Vodka, Southern Comfort, Passion fruit syrup, Sweet and sour, Club soda  ","Shake all the ingredients, top the drink with soda. Garnish with a slice of orange."
112,Atomic Lokade,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/n3zfrh1493067412.jpg,"Lemonade, Vodka, Blue Curacao, Triple sec, Sugar, Ice , ","In a shaker, place lemonade, vodka, blue Curacao, and triple sec together. Shake with ice and strain into glass. Add sugar to taste"
113,Auburn Headbanger,Shot,http://www.thecocktaildb.com/images/media/drink/vw7iv91493067320.jpg,"Jägermeister, Goldschlager  ",Mix in spread glass over ice. Strain and pour in shot glass. Sit down before shotting. ENJOY!!
114,Autodafé,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7dkf0i1487602928.jpg,"Vodka, Lime juice, Soda water   ",Mix and fill up with soda water. Drunk by finns on a sunny day any time of the year and day.
115,Avalanche,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/uppqty1472720165.jpg,"Crown Royal, Kahlua, Cream   ","Mix in highball glass over ice, shake well."
116,Avalon,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3k9qic1493068931.jpg,"Vodka, Pisang Ambon, Apple juice, Lemon juice, Lemonade  ","Fill a tall glass with ice. Layer the Finlandia Vodka, lemon and apple juices, Pisang Ambon, and top up with lemonade. Stir slightly and garnish with a spiralled cucumber skin and a red cherry. The cucumber provides zest and looks attractive. This drink, created by Timo Haimi, took first prize in the 1991 Finlandia Vodka Long Drink Competition."
117,Aviation,Cocktail,http://www.thecocktaildb.com/images/media/drink/ruutxt1478253328.jpg,"Gin, lemon juice, maraschino liqueur   ",Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.
118,Aztec Punch,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/uqwuyp1454514591.jpg,"Lemonade, Vodka, Rum, Ginger ale ","Mix all ingredients in a pitcher. Mix thoroughly and pour into whatever is available, the bigger the better! This drink packs a big punch, so don't over do it."
119,B-52,Shot,http://www.thecocktaildb.com/images/media/drink/5a3vg61504372070.jpg,"Bailey's irish cream, Grand Marnier, Kahlua   ",Layer ingredients into a shot glass. Serve with a stirrer.
120,B-53,Shot,http://www.thecocktaildb.com/images/media/drink/rwqxrv1461866023.jpg,"Kahlua, Sambuca, Grand Marnier   ","Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52"
121,Baby Eskimo,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/wywrtw1472720227.jpg,"Kahlua, Milk, Vanilla ice-cream   ","Leave ice-cream out for about 10 minutes. Add ingredients in order, stir with chopstick (butter knife or spoon works too). Consume immediately and often. Nice and light, great for following a heavy drink."
122,Baby Guinness,Shot,http://www.thecocktaildb.com/images/media/drink/rvyvxs1473482359.jpg,"Kahlua, Bailey's irish cream  ","Pour Kahlua, almost filling shot glass. Then, carefully pour Baileys, using wall of shot glass. This will give the ""Guinness"" its ""head""."
123,Bacardi Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/n433t21504348259.jpg,"Light rum, Lime juice, Sugar syrup, Grenadine ",Shake together with ice. Strain into glass and serve.
124,Bailey's Dream Shake,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/qxrvqw1472718959.jpg,"Bailey's irish cream, Vanilla ice-cream, Cream   ",Blend ingredients for 30 seconds. Definitely refreshing for a hot summer's day !
125,Balmoral,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vysuyq1441206297.jpg,"Scotch, Sweet Vermouth, Dry Vermouth, Bitters ","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
126,Banana Cantaloupe Smoothie,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/uqxqsy1468876703.jpg,"Cantaloupe, Banana  ","Juice cantaloupe, pour juice into blender, add banana, and liquify."
127,Banana Daiquiri,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/k1xatq1504389300.jpg,"Light rum, Triple sec, Banana, Lime juice, Sugar, Cherry , ",Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.
128,Banana Milk Shake,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rtwwsx1472720307.jpg,"Milk, Orange juice, Sugar syrup, Banana ","Blend very well, preferably in a household mixer. Serve in a wine glass, garnish with whipped cream and a piece of banana."
129,Banana Strawberry Shake,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/vqquwx1472720634.jpg,"Strawberries, Banana, Yoghurt, Milk, Honey  ",Blend all together in a blender until smooth.
130,Banana Strawberry Shake Daiquiri-type,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/uvypss1472720581.jpg,"Strawberries, Banana, Apple juice   ",Blend all together in a blender until smooth.
131,Barracuda,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/jwmr1x1504372337.jpg,"Rum, Galliano, Pineapple Juice, Lime Juice, Prosecco  ","Shake pour ingredients with ice. Strain into glass, top with Sparkling wine."
132,Belgian Blue,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/rttsxw1441245419.jpg,"Vodka, Coconut liqueur, Blue Curacao, Sprite ",Just pour all ingredients in the glass and stir...
133,Bellini,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/eaag491504367543.jpg,"Champagne, Peach schnapps  ","Pour peach purée into chilled flute, add sparkling wine. Stir gently."
134,Bellini Martini,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3h9wv51504389379.jpg,"Ice, Vodka, Peach nectar, Peach schnapps, Lemon peel  ","Add ice cubes to shaker.
Add vodka.
Add peach schnapps.
Add peach nectar.
Shake.
Strain into glass.
Add lemon twist peel."
135,Bermuda Highball,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrvtww1441206528.jpg,"Brandy, Gin, Dry Vermouth, Carbonated water, Lemon peel  ","Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)"
136,Berry Deadly,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/xqutpr1461867477.jpg,"Everclear, Wine, Orange juice, Kool-Aid ",Add all ingredients to large bowl. Stir gently. Serve chilled.
137,Between The Sheets,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/of1rj41504348346.jpg,"Brandy, Light rum, Triple sec, Lemon juice ","Pour all ingredients into shaker with ice cubes, shake, strain into chilled cocktail glass."
138,Bible Belt,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/6bec6v1503563675.jpg,"Southern Comfort, Triple sec, Lime, Sour mix ","Mix all ingredients, and pour over ice."
139,Big Red,Shot,http://www.thecocktaildb.com/images/media/drink/yqwuwu1441248116.jpg,"Irish cream, Goldschlager  ",Pour ingredients into 1 ounce shot glass
140,Black & Tan,Beer,http://www.thecocktaildb.com/images/media/drink/rwpswp1454511017.jpg,"Ale, Guinness stout  ",Fill pint glass half full with Bass. Next pour Guiness over a spoon slowly until glass is full. If done correctly the Guiness will stay on top and the Bass on bottom hence the name Black & Tan.
141,Black Forest Shake,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/xxtxsu1472720505.jpg,"Ice, Chocolate syrup, Cherry brandy, Vodka, Milk  ","In a blender put ice cubes, chocolate syrup, cherry brandy, vodka, and milk. Blend very well."
142,Black Russian,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2k5gbb1504367689.jpg,"Coffee liqueur, Vodka  ",Pour the ingredients into an old fashioned glass filled with ice cubes. Stir gently.
143,Black and Brown,Beer,http://www.thecocktaildb.com/images/media/drink/wwuvxv1472668899.jpg,"Guinness stout, Root beer  ",CAREFULLY to avoid explosive head formation: Pour Beer glass half full of favorite rootbeer and top off with Guinness.
144,Blackthorn,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xvswvy1441209430.jpg,"Sweet Vermouth, Sloe gin, Lemon peel   ",Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.
145,Bleeding Surgeon,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/usuvvr1472719118.jpg,"Dark rum, Orange, Surge, Cranberry juice ","Pour Shot of Rum over slice of orange. Fill the remaining space in glass half way full of surge or similar drink. Finish off glass with cranberry juice. Be carefull, warm surge may foam over the glass."
146,Blind Russian,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/wxuqvr1472720408.jpg,"Bailey's irish cream, Godiva liqueur, Kahlua, Butterscotch schnapps, Milk  ",Fill glass with ice. Add all liquers. Add milk. shake.
147,Bloody Maria,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yz0j6z1504389461.jpg,"Tequila, Tomato juice, Lemon juice, Tabasco sauce, Celery salt, Lemon , ",Shake all ingredients (except lemon slice) with cracked ice and strain into an old-fashioned glass over ice cubes. Add the slice of lemon and serve.
148,Bloody Mary,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uyquuu1439906954.jpg,"Vodka, Tomato juice, Lemon juice, Worcestershire sauce, Tabasco sauce, Lime , ","Stirring gently, pour all ingredients into highball glass. Garnish."
149,Blue Lagoon,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vak0e51504389504.jpg,"Vodka, Blue Curacao, Lemonade, Cherry ","Pour vodka and curacao over ice in a highball glass. Fill with lemonade, top with the cherry, and serve."
150,Blue Margarita,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qtvvyq1439905913.jpg,"Tequila, Blue Curacao, Lime juice, Salt ","Rub rim of cocktail glass with lime juice. Dip rim in coarse salt. Shake tequila, blue curacao, and lime juice with ice, strain into the salt-rimmed glass, and serve."
151,Blue Mountain,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsxssp1441209853.jpg,"Añejo rum, Tia maria, Vodka, Orange juice, Lemon juice  ","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into an old-fashioned glass alomst filled with ice cubes."
152,Bluebird,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vxypsq1441209971.jpg,"Gin, Triple sec, Blue Curacao, Bitters, Maraschino cherry, Lemon peel , ","In a mixing glass half-filled with crushed ice, combine the gin, triple sec, Curacao, and bitters. Stir well. Strain into a cocktail glass and garnish with the lemon twist and the cherry."
153,Bob Marley,Shot,http://www.thecocktaildb.com/images/media/drink/rrqrst1477140664.jpg,"Midori melon liqueur, Jägermeister, Goldschlager   ",Layer in a 2 oz shot glass or pony glass
154,Bobby Burns Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/km6se51484411608.jpg,"Sweet Vermouth, Scotch, Benedictine, Lemon peel ",Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.
155,Boomerang,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3m6yz81504389551.jpg,"Gin, Dry Vermouth, Bitters, Maraschino liqueur, Maraschino cherry  ","In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry."
156,Boozy Snickers Milkshake,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/861tzm1504784164.jpg,"Vanilla Ice-Cream, Milk, Godiva liqueur, Whipped Cream, caramel sauce, chocolate sauce, Mini-snickers bars ","Place the snickers bars in a plastic bag and roll over them with a rolling pin until crushed. Add crushed snickers pieces, ice cream, milk, caramel sauce, chocolate sauce, and chocolate liquor to a blender. Blend until shake is thick and frothy. Pour into glasses and top with chocolate liquor and whip cream."
157,Bora Bora,Cocktail,http://www.thecocktaildb.com/images/media/drink/xwuqvw1473201811.jpg,"Pineapple juice, Passion fruit juice, Lemon juice, Grenadine ","Prepare in a blender or shaker, serve in a highball glass on the rocks. Garnish with 1 slice of pineapple and one cherry."
158,Boston Sidecar,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qzs5d11504365962.jpg,"Light rum, Brandy, Triple sec, Lime ","Shake all ingredients with ice, strain into a cocktail glass, and serve."
159,Boston Sour,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/kxlgbi1504366100.jpg,"Blended whiskey, Lemon, Powdered sugar, Egg white, Lemon, Cherry , ","Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve."
160,Bourbon Sling,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3s36ql1504366260.jpg,"Sugar, Water, Lemon juice, Bourbon, Lemon peel  ","In a shaker half-filled with ice cubes, combine the sugar, water, lemon juice, and bourbon. Shake well. Strain well. Strain into a highball glass. Garnish with the lemon twist."
161,Bourbon Sour,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dms3io1504366318.jpg,"Bourbon, Lemon juice, Sugar, Orange, Maraschino cherry  ","In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry."
162,Boxcar,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/pwgtpa1504366376.jpg,"Gin, Triple sec, Lemon juice, Grenadine, Egg white  ","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass."
163,Brain Fart,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/rz5aun1504389701.jpg,"Everclear, Vodka, Mountain Dew, Surge, Lemon juice, Rum , ",Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.
164,Brainteaser,Shot,http://www.thecocktaildb.com/images/media/drink/ruywtq1461866066.jpg,"Sambuca, Erin Cream, Advocaat   ","layered erin first, then sambuca and then avocart(should sit in middle of other two. To drink: use a straw to suck up avocart then shot the rest and then suck fumes up through straw."
165,Bramble,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/lvzl3r1504372526.jpg,"Gin, lemon juice, Sugar syrup, Creme de Mure ","Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice."
166,Brandon and Will's Coke Float,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/xspxyr1472719185.jpg,"Vanilla ice-cream, Coca-Cola, Bourbon   ","Scoop two large scoops of vanilla ice-cream into frosted beer mug. Next, add 2 ounces Maker's Mark. Then, pour in coke. Gently stir and enjoy."
167,Brandy Alexander,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tvqxvr1483387746.jpg,"Brandy, Creme de Cacao, Light cream, Nutmeg ",Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.
168,Brandy Cobbler,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vtvutr1439465836.jpg,"Sugar, Club soda, Lemon, Brandy, Maraschino cherry, Orange , ","In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices."
169,Brandy Flip,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/6ty09d1504366461.jpg,"Brandy, Egg, Sugar, Light cream, Nutmeg  ","In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg."
170,Brandy Sour,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tu0mts1504366540.jpg,"Brandy, Lemon, Powdered sugar, Lemon, Cherry  ","Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve."
171,Brave Bull Shooter,Shot,http://www.thecocktaildb.com/images/media/drink/yrtypx1473344625.jpg,"Tequila, Tabasco sauce  ",Pour Tabasco into bottom of shot glass and fill with tequila.
172,Bruce's Puce,Shot,http://www.thecocktaildb.com/images/media/drink/svsvqv1473344558.jpg,"Grenadine, Kahlua, Bailey's irish cream   ","In a regular-sized shot glass, layer, with a spoon or cherry, the grenadine , the Kahlua , then the Bailey's Irish cream in equal portions. It goes down really smooth ,and you don't even need a chaser. It tastes just like chocolate milk.(Really!)"
173,Bruised Heart,Shot,http://www.thecocktaildb.com/images/media/drink/7if5kq1503564209.jpg,"Vodka, Chambord raspberry liqueur, Peachtree schnapps, Cranberry juice ","Pour all ingredients in a mixing tin over ice, stir, and strain into shot glass"
174,Bubble Gum,Shot,http://www.thecocktaildb.com/images/media/drink/spuurv1468878783.jpg,"Vodka, Banana liqueur, Orange juice, Peach schnapps ",Layer in order into a shot glass.
175,Buccaneer,Beer,http://www.thecocktaildb.com/images/media/drink/upvtyt1441249023.jpg,"Corona, Bacardi Limon  ",Pour the corona into an 18oz beer glass pour the bacardi limon into the beer stir very gently
176,Bumble Bee #1,Shot,http://www.thecocktaildb.com/images/media/drink/uwqpvv1461866378.jpg,"Bailey's irish cream, Kahlua, Sambuca   ","This is a layered shot. First pour the Bailey's into the shot glass. Then take an upside down spoon and touch it to the inside wall of the glass. Carefully add the Kahlua. Repeat this process for the Sambuca. If done properly, the alcohol will stay separated and resemble a bumble bee. Enjoy!!!"
177,Butter Baby,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/1xhjk91504783763.jpg,"Vanilla Ice-Cream, Butterscotch schnapps, Milk, Vodka ",Blend together in a blender. Serve in a chilled Beer mug with Fresh Blueberries and caramel for topping.
178,Cafe Savoy,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vqwptt1441247711.jpg,"Coffee, Milk, Triple sec, Brandy ","Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir."
179,Caipirinha,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xyrppt1469090521.jpg,"Sugar, Lime, Cachaca   ",Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça.
180,Caipirissima,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg,"Lime, Sugar, White rum, Ice ",Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!
181,California Lemonade,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qvvxwy1472406424.jpg,"Blended whiskey, Lemon, Lime, Powdered sugar, Grenadine, Carbonated water , ",Shake all ingredients (except carbonated water) with ice and strain into a collins glass over shaved ice. Fill with carbonated water and stir. Decorate with slices of orange and lemon. Add the cherry and serve with a straw.
182,California Root Beer,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/rsxuyr1472719526.jpg,"Kahlua, Galliano, Soda water   ",Put Kahlua and Galliano in highball glass fill with soda
183,Campari Beer,Beer,http://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg,"Lager, Campari  ",Use a 15 oz glass. Add Campari first. Fill with beer.
184,Caribbean Boilermaker,Beer,http://www.thecocktaildb.com/images/media/drink/svsxsv1454511666.jpg,"Corona, Light rum  ",Pour the Corona into an 18oz beer glass pour the rum into the beer.
185,Caribbean Orange Liqueur,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/qwxuwy1472667570.jpg,"Orange, Vodka, Sugar   ","Pare very thinly the bright-colored rind from the oranges (no white). Blot the peel on paper towels to remove any excess oil. Put peel in a 4 cup screw-top jar. Add 2 cups vodka. Close jar. Store in a cool, dark place for 2 days or until the vodka has absorbed the flavor. Remove peel and add remaining vodka. Close jar and add remaining cup of vodka. Close the jar and store in a cool dark place at least 1 month to age."
186,Casino,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/1mvjxg1504348579.jpg,"Gin, Maraschino liqueur, Lemon juice, Orange bitters, Cherry  ",Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw.
187,Casino Royale,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3qpv121504366699.jpg,"Gin, Lemon juice, Maraschino liqueur, Orange bitters, Egg yolk  ","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass."
188,Castillian Hot Chocolate,Cocoa,http://www.thecocktaildb.com/images/media/drink/3nbu4a1487603196.jpg,"Cocoa powder, Sugar, Cornstarch, Water, Milk  ","Shift the cocoa and sugar together into a medium-sized saucepan. Dissolve the cornstarch in the water, and stir into the cocoa and sugar until it is a smooth paste. Begin heating the mixture, stirring it with a whisk, and gradually pour in the milk. Continue stirring with the whisk as you bring the liquid to a simmer. Allow the chocolate to simmer for about 10 minutes, stirring often, until it is thick, glossy and completely smooth. Serve steaming hot in coffee mug. Serves six."
189,Champagne Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ehh5df1504366811.jpg,"Champagne, Sugar, Bitters, Lemon peel, Cognac  ",Add dash of Angostura bitter onto sugar cube and drop it into champagne flute. Add cognac followed by gently pouring chilled champagne. Garnish with orange slice and maraschino cherry.
190,Cherry Electric Lemonade,Cocktail,http://www.thecocktaildb.com/images/media/drink/tquyyt1451299548.jpg,"Gin, Tequila, Vodka, White rum, Triple Sec, Cherry Grenadine, Sweet and sour, Club soda, ",Now stir vigorously and then pour over a large cup of ice. Now drink it with a straw and stir occasionally.
191,Cherry Rum,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twsuvr1441554424.jpg,"Light rum, Cherry brandy, Light cream   ","Shake all ingredients with ice, strain into a cocktail glass, and serve."
192,Chicago Fizz,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg,"Light rum, Port, Lemon, Powdered sugar, Egg white, Carbonated water , ","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
193,Chocolate Beverage,Cocoa,http://www.thecocktaildb.com/images/media/drink/jbqrhv1487603186.jpg,"Milk, Chocolate, Cinnamon, Egg ","Boil milk in the top of a deep double boiler five minutes. Remove from fire and add chocolate, mixed with the cinnamon, a little at a time, beating with molinillo or egg beater after each addition. When the chocolate is thoroughly blended, heat to the boiling point. Place over bottom of double boiler and add eggs, whipping constantly, until they are thoroughly blended and the mixture is frothing. Serve in coffee mug. Serves eight."
194,Chocolate Black Russian,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yyvywx1472720879.jpg,"Kahlua, Vodka, Chocolate ice-cream   ",Combine all ingredients in an electric blender and blend at a low speed for a short length of time. Pour into a chilled champagne flute and serve.
195,Chocolate Drink,Cocoa,http://www.thecocktaildb.com/images/media/drink/q7w4xu1487603180.jpg,"Chocolate, Milk, Water   ","Melt the bar in a small amount of boiling water. Add milk. Cook over low heat, whipping gently (with a whisk, i would assume) until heated well. Don't let it boil! Serve in coffee mug."
196,Chocolate Milk,Shot,http://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg,"Chocolate liqueur, Milk, Amaretto   ","Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!"
197,Chocolate Monkey,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/tyvpxt1468875212.jpg,"Banana liqueur, Creme de Cacao, Chocolate ice-cream, Chocolate syrup, Chocolate milk, Whipped cream, Cherry, Banana, ","blend liqeuors with ice-cream, milk and syrup. pour into parfait glass, top with whipped cream and garnish with banana and cherry."
198,Citrus Coke,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/uyrvut1479473214.jpg,"Bacardi Limon, Coca-Cola  ",Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!
199,City Slicker,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,"Brandy, Triple sec, Lemon juice   ","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
200,Classic Old-Fashioned,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/anhof61504366173.jpg,"Bitters, Water, Sugar, Bourbon, Orange, Maraschino cherry , ","In an old-fashioned glass, muddle the bitters and water into the sugar cube, using the back of a teaspoon. Almost fill the glass with ice cubes and add the bourbon. Garnish with the orange slice and the cherry. Serve with a swizzle stick."
201,Clove Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg,"Sweet Vermouth, Sloe gin, Wine   ","Stir all ingredients with ice, strain into a cocktail glass, and serve."
202,Clover Club,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg,"Gin, Grenadine, Lemon, Egg white ","Dry shake ingredients to emulsify, add ice, shake and served straight up."
203,Coffee Liqueur,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/ryvtsu1441253851.jpg,"Coffee, Vanilla extract, Sugar, Vodka, Water  ","Combine coffee, sugar and water. Simmer 1 hour and let cool. Add vanilla and vodka. Age in sealed jar 2 to 3 weeks."
204,Coffee-Vodka,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg,"Water, Sugar, Coffee, Vanilla, Vodka, Caramel coloring , ","Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product."
205,Coke and Drops,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/yrtxxp1472719367.jpg,"Coca-Cola, Lemon juice  ","Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass."
206,Cosmopolitan,Cocktail,http://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg,"Absolut Citron, Lime juice, Cointreau, Cranberry juice ",Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.
207,Cosmopolitan Martini,Cocktail,http://www.thecocktaildb.com/images/media/drink/upxxpq1439907580.jpg,"Cointreau, Vodka, Lime, Cranberry juice ","Pour all ingredients in mixing glass half filled with ice, shake and strain into chilled Martini glass."
208,Cranberry Cordial,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/qtspsx1472667392.jpg,"Cranberries, Sugar, Light rum   ","Place the chopped cranberries in a 2 liter jar that has a tight-fitting lid. Add the sugar and rum. Adjust the lid securely and place the jar in a cool, dark place. Invert the jar and shake it every day for six weeks. Strain the cordial into bottles and seal with corks."
209,Cranberry Punch,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/mzgaqu1504389248.jpg,"Cranberry juice, Sugar, Pineapple juice, Almond flavoring, Ginger ale  ","Combine first four ingredients. Stir until sugar is dissolved, chill. Then add ginger ale just before serving. Add ice ring to keep punch cold."
210,Cream Soda,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg,"Spiced rum, Ginger ale  ",Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.
